usps,geoid,name,lat,lon,population
AZ,0409340,Cameron CDP,35.853193,-111.428585,766
AZ,0409580,Campo Bonito CDP,32.562885,-110.69843,33
AZ,0409690,Camp Verde town,34.569405,-111.857014,12282
AZ,0409900,Cane Beds CDP,36.934154,-112.911787,525
AZ,0410040,Canyon Day CDP,33.778891,-110.038193,1426
AZ,0410180,Carefree town,33.823214,-111.913271,3672
AZ,0410320,Carrizo CDP,33.979354,-110.331096,283
AZ,0410460,Casa Blanca CDP,33.115452,-111.908087,1382
AZ,0410530,Casa Grande city,32.906895,-111.763503,57590
AZ,0410670,Casas Adobes CDP,32.341834,-111.011593,70770
AZ,0411160,Catalina CDP,32.484779,-110.899712,6908
AZ,0411230,Catalina Foothills CDP,32.301872,-110.884843,51756
AZ,0411300,Cave Creek town,33.836219,-111.982084,5033
AZ,0411370,Cedar Creek CDP,33.891395,-110.195691,457
AZ,0411500,Centennial Park CDP,36.953812,-112.981282,1733
AZ,0411580,Central CDP,32.86916,-109.790772,273
AZ,0411720,Central Heights-Midland City CDP,33.400183,-110.81519,2678
AZ,0412000,Chandler city,33.282765,-111.851819,278123
AZ,0412150,Charco CDP,32.247321,-112.600116,8
AZ,0412560,Chiawuli Tak CDP,31.940954,-111.776473,82
AZ,0412630,Chilchinbito CDP,36.492002,-110.049213,881
AZ,0412770,Chinle CDP,36.151148,-109.578682,4395
AZ,0412840,Chino Valley town,34.73989,-112.40606,13372
AZ,0412910,Chloride CDP,35.409702,-114.197242,157
AZ,0413140,Christopher Creek CDP,34.321005,-111.007245,83
AZ,0413190,Chuichu CDP,32.740329,-111.78219,215
AZ,0413400,Cibecue CDP,34.030367,-110.49196,2300
AZ,0413470,Cibola CDP,33.374084,-114.676283,213
AZ,0413540,Cienega Springs CDP,34.19974,-114.212713,1640
AZ,0413610,Circle City CDP,33.814877,-112.580993,857
AZ,0413820,Citrus Park CDP,33.533598,-112.446326,5136
AZ,0413850,Clacks Canyon CDP,35.220358,-114.072299,182
AZ,0413890,Clarkdale town,34.747979,-112.058699,4642
AZ,0413960,Claypool CDP,33.406101,-110.841873,1134
AZ,0414030,Clay Springs CDP,34.359259,-110.304334,205
AZ,0414380,Clifton town,33.02957,-109.284039,3845
AZ,0414870,Colorado City town,36.970109,-112.985312,2598
AZ,0415080,Comobabi CDP,32.055397,-111.798824,0
AZ,0415150,Concho CDP,34.473838,-109.608266,0
AZ,0415220,Congress CDP,34.153356,-112.865555,1700
AZ,0415500,Coolidge city,32.933616,-111.523585,15300
AZ,0415600,Copper Hill CDP,33.430941,-110.746483,130
AZ,0415765,Cordes Lakes CDP,34.3103,-112.107334,3218
AZ,0415850,Cornfields CDP,35.651242,-109.675658,373
AZ,0415920,Cornville CDP,34.739244,-111.90683,3356
AZ,0416030,Corona de Tucson CDP,31.948571,-110.781868,9039
AZ,0416360,Cottonwood CDP,36.072152,-109.890109,122
AZ,0416410,Cottonwood city,34.750834,-111.984004,12547
AZ,0416830,Cowlic CDP,31.804747,-111.987629,0
AZ,0417460,Crozier CDP,35.422807,-113.648641,19
AZ,0417500,Crystal Beach CDP,34.571382,-114.392634,232
AZ,0417810,Cutter CDP,33.35838,-110.659327,189
AZ,0418160,Dateland CDP,32.820903,-113.542177,220
AZ,0418448,Deer Creek CDP,34.068786,-111.35185,201
AZ,0418490,Del Muerto CDP,36.187393,-109.435935,495
AZ,0418580,Dennehotso CDP,36.828998,-109.875694,491
AZ,0418740,Desert Hills CDP,34.546463,-114.377956,2910
AZ,0419145,Dewey-Humboldt town,34.517396,-112.24965,4428
AZ,0419280,Dilkon CDP,35.352905,-110.307232,1267
AZ,0419630,Dolan Springs CDP,35.590453,-114.285179,1354
AZ,0419740,Doney Park CDP,35.265638,-111.518951,5947
AZ,0419790,Donovan Estates CDP,32.709358,-114.678148,623
AZ,0420050,Douglas city,31.399274,-109.541292,16118
AZ,0420330,Dragoon CDP,32.021545,-110.034657,227
AZ,0420540,Drexel Heights CDP,32.145248,-111.048094,27636
AZ,0420560,Dripping Springs CDP,33.104917,-110.754943,277
AZ,0420570,Drysdale CDP,32.645241,-114.706769,66
AZ,0420680,Dudleyville CDP,32.860011,-110.716494,458
AZ,0420750,Duncan town,32.749981,-109.0884,1063
AZ,0420960,Eagar town,34.10678,-109.301221,4410
AZ,0421310,East Fork CDP,33.810682,-109.920953,492
AZ,0421410,East Globe CDP,33.351132,-110.706186,296
AZ,0421545,East Verde Estates CDP,34.298272,-111.364552,182
AZ,0421800,Ehrenberg CDP,33.614208,-114.483007,946
AZ,0421900,El Capitan CDP,33.238318,-110.78327,0
AZ,0421980,Elephant Head CDP,31.766786,-110.991286,572
AZ,0422080,Elfrida CDP,31.679238,-109.686879,131
AZ,0422150,Elgin CDP,31.666552,-110.532704,190
AZ,0422220,El Mirage city,33.590224,-112.327102,35823
AZ,0422360,Eloy city,32.741255,-111.594015,16671
AZ,0422400,El Prado Estates CDP,32.706214,-114.521481,390
AZ,0423512,First Mesa CDP,35.831663,-110.368892,1381
AZ,0423620,Flagstaff city,35.185212,-111.620698,76333
AZ,0423760,Florence town,33.069367,-111.413992,25961
AZ,0423955,Flowing Springs CDP,34.309304,-111.334731,50
AZ,0423960,Flowing Wells CDP,32.293767,-111.011055,16989
AZ,0424100,Forest Lakes CDP,34.329935,-110.810653,217
AZ,0424250,Fort Apache CDP,33.790071,-109.988614,239
AZ,0424460,Fort Defiance CDP,35.747502,-109.068018,3614
AZ,0424895,Fort Mohave CDP,35.000432,-114.574864,15716
AZ,0424950,Fort Thomas CDP,33.030364,-109.961258,319
AZ,0425030,Fortuna Foothills CDP,32.661586,-114.39737,28227
AZ,0425045,Fort Valley CDP,35.322667,-111.739777,1803
AZ,0425300,Fountain Hills town,33.607799,-111.738398,23768
AZ,0425650,Franklin CDP,32.677031,-109.072064,100
AZ,0425720,Fredonia town,36.961626,-112.516363,1084
AZ,0425735,Freedom Acres CDP,34.319886,-111.305152,144
AZ,0426070,Gadsden CDP,32.556359,-114.781032,696
AZ,0426210,Ganado CDP,35.691875,-109.555727,615
AZ,0426780,Geronimo Estates CDP,34.369106,-111.361802,19
AZ,0427050,Gila Bend town,32.966242,-112.715465,1871
AZ,0427260,Gila Crossing CDP,33.273015,-112.162668,965
AZ,0427400,Gilbert town,33.310345,-111.743121,271118
AZ,0427540,Gisela CDP,34.101818,-111.288021,781
AZ,0427820,Glendale city,33.533111,-112.189901,250193
AZ,0428030,Globe city,33.393642,-110.741106,7230
AZ,0428140,Gold Canyon CDP,33.363903,-111.42298,12488
AZ,0428190,Golden Shores CDP,34.781881,-114.477749,1319
AZ,0428195,Golden Valley CDP,35.206066,-114.232753,7999
AZ,0428380,Goodyear city,33.254031,-112.366472,102891
AZ,0428465,Goodyear Village CDP,33.197313,-111.872344,564
AZ,0428981,Grand Canyon Village CDP,36.059483,-112.157912,1667
AZ,0428985,Grand Canyon West CDP,36.004418,-113.804103,0
AZ,0429430,Greasewood CDP,35.52864,-109.860867,313
AZ,0429603,Greenehaven CDP,36.99597,-111.556564,339
AZ,0429710,Green Valley CDP,31.840843,-111.004482,21581
AZ,0429850,Greer CDP,34.005751,-109.460586,0
AZ,0430270,Guadalupe town,33.366453,-111.963156,5293
AZ,0430550,Gu Oidak CDP,31.920289,-112.024057,201
AZ,0430830,Hackberry CDP,35.340096,-113.725629,334
AZ,0430840,Haigler Creek CDP,34.219634,-110.971427,29
AZ,0430850,Haivana Nakya CDP,32.005154,-111.712418,94
AZ,0431182,Hard Rock CDP,36.030238,-110.504157,111
AZ,0432020,Hayden town,32.99495,-110.779898,412
AZ,0432310,Heber-Overgaard CDP,34.414141,-110.569561,3216
AZ,0433280,Holbrook city,34.904624,-110.16721,4834
AZ,0433440,Hondah CDP,34.094297,-109.934383,860
AZ,0433945,Hotevilla-Bacavi CDP,35.920744,-110.640714,696
AZ,0433980,Houck CDP,35.269308,-109.22344,809
AZ,0434120,Huachuca City town,31.630804,-110.342193,1808
AZ,0434700,Hunter Creek CDP,34.306974,-111.016516,23
AZ,0434980,Icehouse Canyon CDP,33.34613,-110.801154,473
AZ,0435310,Indian Wells CDP,35.40925,-110.114439,325
AZ,0436010,Jakes Corner CDP,34.008227,-111.320226,189
AZ,0436150,Jeddito CDP,35.768199,-110.12782,246
AZ,0436290,Jerome town,34.747088,-112.107515,329
AZ,0436430,Joseph City CDP,34.963693,-110.329039,1995
AZ,0436440,J-Six Ranchettes CDP,31.9666,-110.466357,529
AZ,0436475,Kachina Village CDP,35.092432,-111.695974,3212
AZ,0436500,Kaibab CDP,36.879665,-112.725597,113
AZ,0436535,Kaibab Estates West CDP,35.274797,-112.498543,1406
AZ,0436640,Kaibito CDP,36.592003,-111.107135,1679
AZ,0436780,Kaka CDP,32.512294,-112.313845,0
AZ,0436920,Katherine CDP,35.22077,-114.561326,191
AZ,0436990,Kayenta CDP,36.717169,-110.260459,5651
AZ,0437130,Keams Canyon CDP,35.820837,-110.203743,460
AZ,0437200,Kearny town,33.056392,-110.907091,2245
AZ,0437620,Kingman city,35.216992,-114.010529,33850
AZ,0437935,Kino Springs CDP,31.364128,-110.809745,143
AZ,0438250,Klagetoh CDP,35.499997,-109.530457,166
AZ,0438290,Kleindale CDP,32.268112,-110.91458,63
AZ,0438530,Kohatk CDP,32.578281,-112.003013,0
AZ,0438600,Kohls Ranch CDP,34.321053,-111.083889,74
AZ,0438655,Komatke CDP,33.296773,-112.162475,824
AZ,0438950,Ko Vaya CDP,32.081502,-111.895875,48
AZ,0439100,Kykotsmovi Village CDP,35.810245,-110.656849,758
AZ,0439370,Lake Havasu City city,34.499809,-114.310943,58037
AZ,0439720,Lake Montezuma CDP,34.636908,-111.800945,4615
AZ,0439790,Lake of the Woods CDP,34.152635,-109.994275,3227
AZ,0440160,La Paz Valley CDP,33.558215,-114.243451,550
AZ,0440400,Lazy Y U CDP,35.136913,-113.968463,410
AZ,0440415,LeChee CDP,36.860892,-111.424438,1307
AZ,0440630,Leupp CDP,35.296609,-111.003626,1027
AZ,0441085,Linden CDP,34.269579,-110.136392,2299
AZ,0441330,Litchfield Park city,33.501761,-112.35947,6871
AZ,0441470,Littlefield CDP,36.865925,-113.935976,126
AZ,0442460,Lower Santan Village CDP,33.142838,-111.785284,248
AZ,0442590,Low Mountain CDP,35.948058,-110.100455,567
AZ,0442660,Lukachukai CDP,36.411233,-109.225538,1876
AZ,0442940,Lupton CDP,35.354743,-109.052817,4
AZ,0443150,McConnico CDP,35.163594,-114.089738,0
AZ,0443430,McNary CDP,34.092153,-109.851376,946
AZ,0443570,McNeal CDP,31.610078,-109.658267,228
AZ,0443920,Maish Vaya CDP,32.170295,-112.134196,48
AZ,0443990,Mammoth town,32.685174,-110.72928,1015
AZ,0444200,Many Farms CDP,36.342893,-109.637623,705
AZ,0444270,Marana town,32.465939,-111.135401,54487
AZ,0444410,Maricopa city,33.041942,-111.999259,62986
AZ,0444450,Maricopa Colony CDP,33.36259,-112.226809,723
AZ,0444830,Martinez Lake CDP,32.975468,-114.468228,57
AZ,0445180,Mayer CDP,34.423271,-112.240747,884
AZ,0445275,Mead Ranch CDP,34.346131,-111.142799,121
AZ,0445285,Meadview CDP,35.953156,-114.078871,1624
AZ,0446000,Mesa city,33.400626,-111.716487,507478
AZ,0446005,Mesa del Caballo CDP,34.285904,-111.295227,1188
AZ,0446070,Mescal CDP,31.96743,-110.436582,1601
AZ,0446087,Mesquite Creek CDP,34.960658,-114.571402,484
AZ,0446350,Miami town,33.395065,-110.872382,1436
AZ,0446840,Miracle Valley CDP,31.382924,-110.14853,734
AZ,0447190,Moccasin CDP,36.909836,-112.754507,29
AZ,0447330,Moenkopi CDP,36.112479,-111.221287,1028
AZ,0447400,Mohave Valley CDP,34.902431,-114.571389,2585
AZ,0447495,Mojave Ranch Estates CDP,34.944901,-114.590643,39
AZ,0447610,Morenci CDP,33.058381,-109.333177,1514
AZ,0447680,Mormon Lake CDP,34.91161,-111.448078,175
AZ,0447750,Morristown CDP,33.855895,-112.612886,194
AZ,0447820,Mountainaire CDP,35.093767,-111.645195,957
AZ,0447925,Mountain View Ranches CDP,35.233569,-111.472767,1924
AZ,0448170,Munds Park CDP,34.937966,-111.628239,752
AZ,0448310,Naco CDP,31.345999,-109.927089,1176
AZ,0449010,Nazlini CDP,35.911225,-109.474672,502
AZ,0449100,Nelson CDP,32.429828,-111.26489,316
AZ,0449270,New Kingman-Butler CDP,35.264487,-114.009073,14281
AZ,0449360,New River CDP,33.882591,-112.086107,18365
AZ,0449640,Nogales city,31.361928,-110.93482,19753
AZ,0449710,Nolic CDP,32.034183,-111.955021,0
AZ,0450000,North Fork CDP,34.01057,-109.959543,1454
AZ,0450340,Nutrioso CDP,33.95127,-109.206202,478
AZ,0450362,Oak Creek Canyon CDP,34.948928,-111.750429,321
AZ,0450480,Oak Springs CDP,35.47602,-109.13182,28
AZ,0450620,Oatman CDP,35.027375,-114.38386,98
AZ,0451142,Oljato-Monument Valley CDP,36.987248,-110.209642,59
AZ,0451180,Oracle CDP,32.608424,-110.782344,3154
AZ,0451465,Orange Grove Mobile Manor CDP,32.598451,-114.660588,229
AZ,0451600,Oro Valley town,32.420713,-110.977,47595
AZ,0451775,Oxbow Estates CDP,34.18035,-111.343015,81
AZ,0451800,Padre Ranchitos CDP,32.649591,-114.641584,0
AZ,0451810,Page city,36.941815,-111.513283,7407
AZ,0452230,Palominas CDP,31.387556,-110.115065,278
AZ,0452930,Paradise Valley town,33.552157,-111.96133,12621
AZ,0453070,Parker town,34.034006,-114.228109,3379
AZ,0453210,Parker Strip CDP,34.270721,-114.129689,767
AZ,0453350,Parks CDP,35.285249,-111.967182,1514
AZ,0453490,Patagonia town,31.544744,-110.745463,882
AZ,0453560,Paulden CDP,34.889655,-112.493724,4874
AZ,0453700,Payson town,34.243841,-111.318964,16494
AZ,0453770,Peach Springs CDP,35.53145,-113.43198,1196
AZ,0453910,Peeples Valley CDP,34.277224,-112.765341,707
AZ,0454050,Peoria city,33.786186,-112.308042,194338
AZ,0454190,Peridot CDP,33.303346,-110.459033,1141
AZ,0455000,Phoenix city,33.572154,-112.090132,1624832
AZ,0455210,Picacho CDP,32.710196,-111.494296,320
AZ,0455300,Picture Rocks CDP,32.324713,-111.259861,9665
AZ,0455560,Pima town,32.891886,-109.844268,2910
AZ,0455630,Pinal CDP,33.380145,-110.757245,432
AZ,0455700,Pine CDP,34.380348,-111.460476,1899
AZ,0455840,Pinedale CDP,34.320724,-110.259901,552
AZ,0455845,Pine Lake CDP,35.088699,-113.873928,32
AZ,0455880,Pinetop Country Club CDP,34.116435,-109.891009,1915
AZ,0455980,Pinetop-Lakeside town,34.148424,-109.965998,4103
AZ,0455983,Pinion Pines CDP,35.14663,-113.905814,154
AZ,0456120,Pinon CDP,36.098856,-110.219116,1183
AZ,0456400,Pirtleville CDP,31.360894,-109.566052,1869
AZ,0456470,Pisinemo CDP,32.034917,-112.319228,357
AZ,0457170,Poston CDP,33.99209,-114.404454,168
AZ,0457380,Prescott city,34.592241,-112.446733,46744
AZ,0457450,Prescott Valley town,34.59793,-112.318497,48048
AZ,0458010,Quartzsite town,33.667507,-114.217041,1805
AZ,0458150,Queen Creek town,33.239425,-111.613319,66369
AZ,0458290,Queen Valley CDP,33.283043,-111.304973,799
AZ,0458620,Rainbow City CDP,33.873031,-109.976277,901
AZ,0458870,Rancho Mesa Verde CDP,32.594385,-114.655084,470
AZ,0459372,Red Lake CDP,35.361487,-112.172127,1764
AZ,0459550,Red Mesa CDP,36.971111,-109.36982,470
AZ,0459690,Red Rock CDP,36.601117,-109.064539,76
AZ,0459760,Red Rock CDP,32.561182,-111.374004,3243
AZ,0459900,Rillito CDP,32.415531,-111.154822,0
AZ,0460120,Rincon Valley CDP,32.109993,-110.688976,5851
AZ,0460180,Rio Rico CDP,31.498168,-110.987798,21798
AZ,0460250,Rio Verde CDP,33.726592,-111.675849,2271
AZ,0460770,Rock House CDP,33.630654,-110.941078,8
AZ,0460880,Rock Point CDP,36.696848,-109.619491,405
AZ,0461300,Roosevelt CDP,33.657393,-111.127051,0
AZ,0461302,Roosevelt Estates CDP,33.62019,-110.999784,654
AZ,0461370,Rough Rock CDP,36.409489,-109.868403,452
AZ,0461440,Round Rock CDP,36.504256,-109.463156,543
AZ,0461448,Round Valley CDP,34.187758,-111.301801,503
AZ,0461690,Rye CDP,34.097775,-111.354263,22
AZ,0461715,Sacate Village CDP,33.13986,-111.977566,279
AZ,0461720,Sacaton CDP,33.077548,-111.762914,2999
AZ,0461800,Sacaton Flats Village CDP,33.05664,-111.661002,450
AZ,0461940,Saddlebrooke CDP,32.556421,-110.874676,12616
AZ,0462000,Safford city,32.833298,-109.697418,10217
AZ,0462140,Sahuarita town,31.932238,-110.965395,35012
AZ,0462280,St. David CDP,31.886037,-110.221485,1112
AZ,0462350,St. Johns city,34.500368,-109.37691,3409
AZ,0462362,St. Johns CDP,33.308487,-112.197381,596
AZ,0462420,St. Michaels CDP,35.660559,-109.096174,888
AZ,0462700,Salome CDP,33.777771,-113.606047,731
AZ,0462910,San Carlos CDP,33.344561,-110.477712,4769
AZ,0463050,Sanders CDP,35.209217,-109.319118,738
AZ,0463260,San Jose CDP,32.817963,-109.5948,560
AZ,0463470,San Luis city,32.485678,-114.721947,35998
AZ,0463540,San Manuel CDP,32.609095,-110.641513,3269
AZ,0463610,San Miguel CDP,31.629493,-111.780134,301
AZ,0463820,San Simon CDP,32.268169,-109.2302,253
AZ,0463960,Santa Cruz CDP,33.232701,-112.159368,101
AZ,0464210,San Tan Valley CDP,33.178592,-111.562823,105231
AZ,0464310,Santa Rosa CDP,32.332488,-112.046255,690
AZ,0464590,Sawmill CDP,35.886227,-109.158016,666
AZ,0464650,Scenic CDP,36.793589,-114.012752,1931
AZ,0465000,Scottsdale city,33.684272,-111.861448,242169
AZ,0465167,Seba Dalkai CDP,35.478933,-110.4511,133
AZ,0465280,Second Mesa CDP,35.851387,-110.49799,1206
AZ,0465350,Sedona city,34.858517,-111.793057,9770
AZ,0465400,Sehili CDP,36.280772,-109.185521,190
AZ,0465420,Seligman CDP,35.325613,-112.857247,731
AZ,0465490,Sells CDP,31.920874,-111.87087,2200
AZ,0465780,Seven Mile CDP,33.788181,-109.958554,765
AZ,0466190,Shongopovi CDP,35.809701,-110.533441,1131
AZ,0466260,Shonto CDP,36.587043,-110.662477,347
AZ,0466470,Show Low city,34.265053,-110.038321,11913
AZ,0466540,Shumway CDP,34.414544,-110.064907,178
AZ,0466820,Sierra Vista city,31.56541,-110.314508,45203
AZ,0466845,Sierra Vista Southeast CDP,31.452512,-110.218977,14213
AZ,0467295,Six Shooter Canyon CDP,33.366782,-110.774601,966
AZ,0467800,Snowflake town,34.521459,-110.091182,6349
AZ,0467920,So-Hi CDP,35.252725,-114.141482,513
AZ,0468010,Solomon CDP,32.813811,-109.62893,478
AZ,0468080,Somerton city,32.601816,-114.696344,14383
AZ,0468220,Sonoita CDP,31.66561,-110.639105,721
AZ,0468670,South Komelik CDP,31.714472,-111.774415,213
AZ,0468850,South Tucson city,32.195474,-110.969154,4601
AZ,0468990,Springerville town,34.171921,-109.306892,1847
AZ,0469060,Spring Valley CDP,34.345185,-112.159168,1610
AZ,0469130,Stanfield CDP,32.879365,-111.962771,338
AZ,0469480,Star Valley town,34.254685,-111.220709,2517
AZ,0469585,Steamboat CDP,35.752636,-109.850583,364
AZ,0469872,Stotonic Village CDP,33.153223,-111.817043,583
AZ,0470040,Strawberry CDP,34.390929,-111.502656,881
AZ,0470175,Summerhaven CDP,32.442172,-110.775031,22
AZ,0470240,Summit CDP,32.062084,-110.94863,4410
AZ,0470320,Sun City CDP,33.6155,-112.283108,38018
AZ,0470355,Sun City West CDP,33.671383,-112.357187,27003
AZ,0470460,Sunizona CDP,31.885494,-109.63322,211
AZ,0470530,Sun Lakes CDP,33.214955,-111.869973,14079
AZ,0471020,Sunsites CDP,31.941654,-109.840825,660
AZ,0471160,Sun Valley CDP,34.982905,-110.031971,77
AZ,0471220,Sunwest CDP,33.650984,-113.409131,46
AZ,0471230,Supai CDP,36.229865,-112.692579,0
AZ,0471300,Superior town,33.27162,-111.124161,2470
AZ,0471510,Surprise city,33.670801,-112.452546,149519
AZ,0471642,Sweet Water Village CDP,33.12,-111.837866,118
AZ,0471650,Swift Trail Junction CDP,32.727193,-109.718114,2889
AZ,0471790,Tacna CDP,32.700435,-113.961785,457
AZ,0472000,Tanque Verde CDP,32.268765,-110.743681,15531
AZ,0472280,Tat Momoli CDP,32.601195,-111.886129,0
AZ,0472420,Taylor town,34.442748,-110.098534,4091
AZ,0472560,Teec Nos Pos CDP,36.933289,-109.064115,882
AZ,0472630,Tees Toh CDP,35.486023,-110.405576,440
AZ,0473000,Tempe city,33.388414,-111.931782,186419
AZ,0473420,Thatcher town,32.812708,-109.766516,5354
AZ,0473490,Theba CDP,32.918231,-112.889776,115
AZ,0473700,Three Points CDP,32.05931,-111.286595,5033
AZ,0473890,Timberline-Fernwood CDP,35.316759,-111.550715,2326
AZ,0474120,Tolani Lake CDP,35.429788,-110.841172,430
AZ,0474190,Tolleson city,33.44837,-112.256012,7233
AZ,0474400,Tombstone city,31.720772,-110.076701,1022
AZ,0474470,Tonalea CDP,36.321734,-110.966665,275
AZ,0474540,Tonopah CDP,33.487986,-112.930811,14
AZ,0474610,Tonto Basin CDP,33.843256,-111.301575,1593
AZ,0474665,Tonto Village CDP,34.319808,-111.139313,100
AZ,0474680,Topawa CDP,31.807835,-111.830472,358
AZ,0474750,Topock CDP,34.719973,-114.478786,0
AZ,0474820,Top-of-the-World CDP,33.347668,-110.999724,125
AZ,0475310,Toyei CDP,35.703817,-109.938174,0
AZ,0475590,Truxton CDP,35.490372,-113.563011,105
AZ,0475660,Tsaile CDP,36.302418,-109.218666,1667
AZ,0475940,Tubac CDP,31.610681,-111.057047,1247
AZ,0476010,Tuba City CDP,36.125081,-111.246723,8265
AZ,0477000,Tucson city,32.153036,-110.870773,543348
AZ,0477035,Tucson Estates CDP,32.179223,-111.126627,12687
AZ,0477179,Tucson Mountains CDP,32.282291,-111.077367,11428
AZ,0477367,Tumacacori-Carmen CDP,31.57099,-111.047652,162
AZ,0477415,Turkey Creek CDP,33.801088,-109.9461,474
AZ,0477490,Tusayan town,35.954961,-112.120195,374
AZ,0478300,Upper Santan Village CDP,33.116438,-111.74415,496
AZ,0478400,Utting CDP,33.854583,-113.912865,0
AZ,0478540,Vail CDP,32.021706,-110.693687,15722
AZ,0478680,Vaiva Vo CDP,32.716654,-111.926902,155
AZ,0478760,Valencia West CDP,32.135423,-111.110619,13834
AZ,0478820,Valentine CDP,35.38853,-113.659115,43
AZ,0478855,Valle CDP,35.675239,-112.152886,403
AZ,0478865,Valle Vista CDP,35.410944,-113.862688,2376
AZ,0479590,Ventana CDP,32.468048,-112.243447,74
AZ,0479830,Verde Village CDP,34.711871,-111.994125,12662
AZ,0479870,Vernon CDP,34.247901,-109.689942,230
AZ,0479940,Vicksburg CDP,33.729271,-113.825404,628
AZ,0480095,Village of Oak Creek (Big Park) CDP,34.781269,-111.7606,6340
AZ,0480380,Wagon Wheel CDP,34.197524,-110.027132,1767
AZ,0480430,Wahak Hotrontk CDP,32.174739,-112.366291,82
AZ,0480790,Wall Lane CDP,32.657309,-114.710529,384
AZ,0480825,Walnut Creek CDP,35.131243,-114.126631,581
AZ,0481175,Washington Park CDP,34.400354,-111.271003,16
AZ,0481480,Wellton town,32.640144,-114.215206,2470
AZ,0481490,Wellton Hills CDP,32.623189,-114.145234,249
AZ,0481550,Wenden CDP,33.83245,-113.543239,412
AZ,0482060,Wet Camp Village CDP,33.141223,-111.901662,179
AZ,0482120,Wheatfields CDP,33.470937,-110.816135,409
AZ,0482156,Whetstone CDP,31.718947,-110.291996,2840
AZ,0482270,Whispering Pines CDP,34.372721,-111.281223,141
AZ,0482390,Whitecone CDP,35.604666,-110.080022,942
AZ,0482425,White Hills CDP,35.724209,-114.400368,332
AZ,0482450,White Mountain Lake CDP,34.344046,-109.986811,2678
AZ,0482530,Whiteriver CDP,33.83976,-109.96077,4308
AZ,0482670,Why CDP,32.258973,-112.730634,87
AZ,0482740,Wickenburg town,33.985756,-112.76834,7468
AZ,0482810,Wide Ruins CDP,35.417387,-109.499551,28
AZ,0482880,Wikieup CDP,34.693034,-113.599504,74
AZ,0482950,Wilhoit CDP,34.408233,-112.615635,1027
AZ,0483090,Willcox city,32.251804,-109.835698,3236
AZ,0483160,Williams city,35.24664,-112.183296,3322
AZ,0483388,Williamson CDP,34.708291,-112.533729,6112
AZ,0483475,Willow Canyon CDP,32.387689,-110.700842,0
AZ,0483570,Willow Valley CDP,34.927658,-114.626599,817
AZ,0483720,Window Rock CDP,35.670505,-109.063037,2384
AZ,0483790,Winkelman town,32.981677,-110.761687,226
AZ,0483930,Winslow city,35.024236,-110.709331,8831
AZ,0483960,Winslow West CDP,34.992554,-110.706847,330
AZ,0484000,Wintersburg CDP,33.41963,-112.86765,110
AZ,0484140,Wittmann CDP,33.774957,-112.525091,606
AZ,0484350,Woodruff CDP,34.791876,-110.025944,0
AZ,0484980,Yarnell CDP,34.228202,-112.76292,586
AZ,0485260,York CDP,32.916258,-109.195402,436
AZ,0485330,Young CDP,34.124091,-110.938324,269
AZ,0485400,Youngtown town,33.584969,-112.304916,6985
AZ,0485470,Yucca CDP,34.862993,-114.146145,48
AZ,0485540,Yuma city,32.516286,-114.521782,98461
AZ,0485680,Yuma Proving Ground CDP,32.865186,-114.436923,288
AR,0500190,Acorn CDP,34.638786,-94.200112,115
AR,0500250,Adona city,35.03993,-92.899132,80
AR,0500580,Alexander city,34.618588,-92.451217,3488
AR,0500700,Alicia town,35.892907,-91.08345,160
AR,0500730,Alix CDP,35.422002,-93.728784,87
AR,0500820,Alleene CDP,33.764823,-94.262198,25
AR,0500940,Allport town,34.539866,-91.783886,84
AR,0500970,Alma city,35.492375,-94.213947,5879
AR,0501030,Almyra town,34.405689,-91.410847,235
AR,0501060,Alpena town,36.292748,-93.303607,429
AR,0501090,Alpine CDP,34.226886,-93.378321,67
AR,0501150,Altheimer city,34.327434,-91.847282,578
AR,0501210,Altus city,35.44676,-93.764388,857
AR,0501270,Amagon town,35.563173,-91.109415,60
AR,0501360,Amity city,34.26619,-93.463423,956
AR,0501457,Anthonyville town,35.039831,-90.340328,82
AR,0501540,Antoine town,34.034536,-93.421361,167
AR,0501630,Aplin CDP,34.967483,-92.981271,191
AR,0501660,Appleton CDP,35.410823,-92.875276,145
AR,0501870,Arkadelphia city,34.12738,-93.070851,10316
AR,0501990,Arkansas City city,33.608876,-91.204896,487
AR,0502230,Armorel CDP,35.925571,-89.797959,392
AR,0502380,Ashdown city,33.674529,-94.126627,4225
AR,0502470,Ash Flat city,36.236559,-91.606512,1309
AR,0502590,Atkins city,35.240863,-92.949643,2877
AR,0502680,Aubrey town,34.719817,-90.897981,104
AR,0502740,Augusta city,35.28655,-91.36086,1881
AR,0502860,Austin city,35.005912,-91.989609,3805
AR,0503010,Avilla CDP,34.694843,-92.586141,1549
AR,0503040,Avoca town,36.394697,-94.06577,811
AR,0503280,Bald Knob city,35.312539,-91.571253,2545
AR,0503430,Banks town,33.575796,-92.267101,127
AR,0503640,Barling city,35.331286,-94.275195,4919
AR,0503940,Bassett town,35.535577,-90.129434,121
AR,0503970,Batavia CDP,36.247852,-93.215771,444
AR,0504030,Batesville city,35.768572,-91.622652,11385
AR,0504090,Bauxite town,34.554483,-92.505794,762
AR,0504180,Bay city,35.746057,-90.552143,2369
AR,0504420,Bearden city,33.727651,-92.618678,793
AR,0504540,Beaver town,36.473994,-93.777335,91
AR,0504600,Beebe city,35.072433,-91.901059,8580
